__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:05:01.195309;;;WHEEL_POS;9.852,0.00
VAL;2026-09-18 17:05:01.226562;;;WHEEL_POS;9.883,0.00
EVENT;2026-09-18 17:05:01.256077;5.0;;158;Tup
TRANSITION;2026-09-18 17:05:01.256077;5.0;;NoResponse;
EVENT;2026-09-18 17:05:01.256077;5.000100000000001;;158;Tup
TRANSITION;2026-09-18 17:05:01.256077;5.000100000000001;;ITI;
VAL;2026-09-18 17:05:01.260619;;;WHEEL_POS;9.917,0.00
VAL;2026-09-18 17:05:01.279764;;;WHEEL_POS;9.936,0.00
VAL;2026-09-18 17:05:01.311025;;;WHEEL_POS;9.967,0.00
VAL;2026-09-18 17:05:01.326650;;;WHEEL_POS;9.983,0.00
VAL;2026-09-18 17:05:01.357902;;;WHEEL_POS;10.014,0.00
VAL;2026-09-18 17:05:01.395660;;;WHEEL_POS;10.052,0.00
VAL;2026-09-18 17:05:01.426913;;;WHEEL_POS;10.083,0.00
VAL;2026-09-18 17:05:01.457426;;;WHEEL_POS;10.114,0.00
VAL;2026-09-18 17:05:01.495702;;;WHEEL_POS;10.152,0.00
VAL;2026-09-18 17:05:01.526954;;;WHEEL_POS;10.183,0.00
VAL;2026-09-18 17:05:01.558206;;;WHEEL_POS;10.215,0.00
VAL;2026-09-18 17:05:01.573832;;;WHEEL_POS;10.230,0.00
VAL;2026-09-18 17:05:01.595967;;;WHEEL_POS;10.252,0.00
VAL;2026-09-18 17:05:01.627219;;;WHEEL_POS;10.284,0.00
VAL;2026-09-18 17:05:01.642560;;;WHEEL_POS;10.299,0.00
VAL;2026-09-18 17:05:01.680324;;;WHEEL_POS;10.337,0.00
VAL;2026-09-18 17:05:01.695954;;;WHEEL_POS;10.352,0.00
